chapter,chapter_title,Section,section_title,section_desc,train
16,"kidnapping, abduction, slavery and forced labour",364A,"Kidnapping for ransom, etc.","Whoever kidnaps or abducts any person or keeps a person in detention after such kidnapping or abduction, and threatens to cause death or hurt to such person, or by his conduct gives rise to a reasonable apprehension that such person may be put to death or hurt, or causes hurt or death to such person in order to compel the Government or any foreign State or international inter-governmental organisation or any other person to do or abstain from doing any act or to pay a ransom, shall be punishable with death or imprisonment for life, and shall also be liable to fine.",True
16,"kidnapping, abduction, slavery and forced labour",365,Kidnapping or abducting with intent secretly and wrongfully to confine person,"Whoever kidnaps or abducts any person with intent to cause that person to be secretly and wrongfully confined, shall be punished with imprisonment of either description for a term which may extend to seven years, and shall also be liable to fine.",True
16,"kidnapping, abduction, slavery and forced labour",366,"Kidnapping, abducting or inducing woman to compel her marriage, etc.","Whoever kidnaps or abducts any woman with intent that she may be compelled, or knowing it to be likely that she will be compelled, to marry any person against her will, or in order that she may be forced or seduced to illicit intercourse, or knowing it to be likely that she will be forced or seduced to illicit intercourse, shall be punished with imprisonment of either description for a term which may extend to ten years, and shall also be liable to fine;",True
16,"kidnapping, abduction, slavery and forced labour",366A,Procuration of minor girl,"Whoever, by any means whatsoever, induces any minor girl under the age of eighteen years to go from any place or to do any act with intent that such girl may be, or knowing that it is likely that she will be, forced or seduced to illicit intercourse with another person shall be punishable with imprisonment which may extend to ten years, and shall also be liable to fine.",True
16,"kidnapping, abduction, slavery and forced labour",366B,Importation of girl from foreign country,"Whoever imports into India from any country outside India or from the State of Jammu and Kashmir any girl under the age of twenty-one years with intent that she may be, or knowing it to be likely that she will be, forced or seduced to illicit intercourse with another person, shall be punishable with imprisonment which may extend to ten years, and shall also be liable to fine.",True
16,"kidnapping, abduction, slavery and forced labour",367,"Kidnapping or abducting in order to subject person to grievous hurt, slavery, etc.","Whoever kidnaps or abducts any person in order that such person may be subjected, or may be so disposed of as to be put in danger of being subjected to grievous hurt, or slavery, or to the unnatural lust of any person, or knowing it to be likely that such person will be so subjected or disposed of, shall be punished with imprisonment of either description for a term which may extend to ten years, and shall also be liable to fine.",True
16,"kidnapping, abduction, slavery and forced labour",368,"Wrongfully concealing or keeping in confinement, kidnapped or abducted person","Whoever, knowing that any person has been kidnapped or has been abducted, wrongfully conceals or confines such person, shall be punished in the same manner as if he had kidnapped or abducted such person with the same intention or knowledge, or for the same purpose as that with or for which he conceals or detains such person in confinement.",True
16,"kidnapping, abduction, slavery and forced labour",369,Kidnapping or abducting child under ten years with intent to steal from its person,"Whoever kidnaps or abducts any child under the age of ten years with the intention of taking dishonestly any movable property from the person of such child, shall be punished with imprisonment of either description for a term which may extend to seven years, and shall also be liable to fine.",True
16,"kidnapping, abduction, slavery and forced labour",370,Trafficking of persons,"Whoever, for the purpose of exploitation, (a) recruits, (b) transports, ( c) harbours, (d) transfers, or (e) receives, a person or persons, by 
using threats, or
using force, or any other form of coercion, or
by abduction, or
by practising fraud, or deception, or
by abuse of power, or
by inducement, including the giving or receiving of payments or benefits, in order to achieve the consent of any person having control over the person recruited, transported, harboured, transferred or received,
commits the offence of trafficking1. Explanations
1. The expression “exploitation” shall include any act of physical exploitation or any form of sexual exploitation, slavery or practices similar to slavery, servitude, or the forced removal of organs.
2. The consent of the victim is immaterial in determination of the offence of trafficking1.
Whoever commits the offence of trafficking shall be punished with rigorous imprisonment for a term which shall not be less than seven years, but which may extend to ten years, and shall also be liable to fine.
Where the offence involves the trafficking1 of more than one person, it shall be punishable with rigorous imprisonment for a term which shall not be less than ten years but which may extend to imprisonment for life, and shall also be liable to fine.
Where the offence involves the trafficking of a minor, it shall be punishable with rigorous imprisonment for a term which shall not be less than ten years, but which may extend to imprisonment for life, and shall also be liable to fine.
Where the offence involves the trafficking of more than one minor, it shall be punishable with rigorous imprisonment for a term which shall not be less than fourteen years, but which may extend to imprisonment for life, and shall also be liable to fine.
If a person is convicted of the offence of trafficking of minor on more than one occasion, then such person shall be punished with imprisonment for life, which shall mean imprisonment for the remainder of that person’s natural life, and shall also be liable to fine.
When a public servant or a police officer is involved in the trafficking of any person then, such public servant or police officer shall be punished with imprisonment for life, which shall mean imprisonment for the remainder of that person’s natural life, and shall also be liable to fine.",True
16,"kidnapping, abduction, slavery and forced labour",370A,Exploitation of a trafficked person,"Whoever, knowingly or having reason to believe that a minor has been trafficked1, engages such minor for sexual exploitation in any manner, shall be punished with rigorous imprisonment for a term which shall not be less than five years, but which may extend to seven years, and shall also be liable to fine.
Whoever, knowingly by or having reason to believe that a person has been trafficked1, engages such person for sexual exploitation in any manner, shall be punished With rigorous imprisonment for a term which shall not be less than three years, but which may extend to five years, and shall also be liable to fine.",True
16,"kidnapping, abduction, slavery and forced labour",371,Habitual dealing in slaves,"Whoever habitually imports, exports, removes, buys, sells traffics or deals in slaves, shall be punished with imprisonment for life, or with imprisonment of either description for a term not exceeding ten years, and shall also be liable to fine.",True
16,"kidnapping, abduction, slavery and forced labour",372,"Selling minor for purposes of prostitution, etc.","Whoever sells, lets to hire, or otherwise disposes of any person under the age of eighteen years with intent that such person shall at any age be employed or used for the purpose of prostitution or illicit intercourse with any person or for any unlawful and immoral purpose, or knowing it to be likely that such person will at any age be employed or used for any such purpose, shall be punished with imprisonment of either description for a term which may extend to ten years, and shall also be liable to fine.",True
16,"kidnapping, abduction, slavery and forced labour",373,"Buying minor for purposes of prostitution, etc.","Whoever buys, hires or otherwise obtains possession of any person under the age of eighteen years with intent that such person shall at any age be employed or used for the purpose of prostitution or illicit intercourse with any person or for any unlawful and immoral purpose, or knowing it to be likely that such person will at any age be employed or used for any such purpose, shall be punished with imprisonment of either description for a term which may extend to ten years, and shall also be liable to fine.",True
16,"kidnapping, abduction, slavery and forced labour",374,Unlawful compulsory labour,"Whoever unlawfully compels any person to labour against the will of that person, shall be punished with imprisonment of either description for a term which may extend to one year, or with fine, or with both.",True
16,sexual offences,375,Rape,"A man is said to commit “rape” if he, penetrates his penis, to any extent, into the vagina, mouth, urethra or anus of a woman or makes her to do so with him or any other person; or
inserts, to any extent, any object or a part of the body, not being the penis, into the vagina, the urethra or anus of a woman or makes her to do so with him or any other person; or
manipulates any part of the body of a woman so as to cause penetration into the vagina, urethra, anus or any part of body of such woman or makes her to do so with him or any other person; or
applies his mouth to the vagina, anus, urethra of a woman or makes her to do so with him or any other person, under the circumstances falling under any of the following seven descriptions1:
Against her will.
Without her consent.
With her consent, when her consent has been obtained by putting her or any person in whom she is interested, in fear of death or of hurt.
With her consent, when the man knows that he is not her husband and that her consent is given because she believes that he is another man to whom she is or believes herself to be lawfully married.
With her consent when, at the time of giving such consent, by reason of unsoundness of mind or intoxication or the administration by him personally or through another of any stupefying or unwholesome Substance, she is unable to understand the nature and consequences of that to which she gives consent.
With or without her consent, when she is under eighteen years of age.
When she is unable to communicate consent.
Explanations
For the purposes of this section, “vagina” shall also include labia majora.
Consent means an unequivocal voluntary agreement when the woman by words, gestures or any form of verbal or non-verbal communication, communicates willingness to participate in the specific sexual act;
Provided that a woman who does not physically resist to the act of penetration shall not by the reason only of that fact, be regarded as consenting to the sexual activity.
Exceptions
A medical procedure or intervention shall not constitute rape.
Sexual intercourse or sexual acts by a man with his own wife, the wife not being under fifteen years of age, is not rape.",True
16,sexual offences,376,Punishment for rape,"Whoever, except in the cases provided for in sub-section (2), commits rape, shall be punished with rigorous imprisonment of either description for a term which shall not be less than ten years, but which may extend to imprisonment for life, and shall also be liable to fine.
Whoever 
being a police officer, commits rape,
within the limits of the police station to which such police officer is appointed; or
in the premises of any station house; or
on a woman in such police officer’s custody or in the custody of a police officer subordinate to such police officer; or
being a public servant, commits rape on a woman in such public servant’s custody or in the custody of a public servant subordinate to such public servant; or
being a member of the armed forces deployed in an area by the Central or a State Government commits rape in such area; or
being on the management or on the staff of a jail, remand home or other place of custody established by or under any law for the time being in force or of a women’s or children’s institution, commits rape on any inmate of such jail, remand home, place or institution; or
being on the management or on the staff of a hospital, commits rape on a woman in that hospital; or
being a relative, guardian or teacher of, or a person in a position of trust or authority towards the woman, commits rape on such woman; or
commits rape during communal or sectarian violence; or
commits rape on a woman knowing her to be pregnant; or
commits rape, on a woman incapable of giving consent; or
being in a position of control or dominance over a woman, commits rape on such woman; or
commits rape on a woman suffering from mental or physical disability; or
while committing rape causes grievous bodily harm or maims or disfigures or endangers the life of a woman; or
commits rape repeatedly on the same woman,
shall be punished with rigorous imprisonment for a term which shall not be less than ten years, but which may extend to imprisonment for life, which shall mean imprisonment for the remainder of that person’s natural life, and shall also be liable to fine.
Whoever, commits rape on a woman under sixteen years of age shall be punished with rigorous imprisonment for a term which shall not be less than twenty years, but which may extend to imprisonment for life, which shall mean imprisonment for the remainder of that person’s natural life, and shall also be liable to fine:1
Provided that such fine shall be just and reasonable to meet the medical expenses and rehabilitation of the victim:
Provided further that any fine imposed under this sub-section shall be paid to the victim.
Explanations
For the purposes of sub-section 2
“armed forces” means the naval, military and air forces and includes any member of the Armed Forces constituted under any Law for the time being in force, including the paramilitary forces and any auxiliary forces that are under the control of the Central Government, or the State Government;
“hospital” means the precincts of the hospital and includes the precincts of any institution for the reception and treatment of persons during convalescence or of persons requiring medical attention or rehabilitation;
“police officer” shall have the same meaning as assigned to the expression “police” under the Police Act, 1861;
“women’s or children’s institution” means an institution, whether called an orphanage or a home for neglected women or children or a widow’s home or an institution called by any other name, which is established and maintained for the reception and care of women or children.",True
16,sexual offences,376A,Punishment for causing death or resulting in persistent vegetative state of victim,"Whoever, commits an offence punishable under sub-section (1) or sub-section (2) of section 376 and in the course of such commission inflicts an injury which causes the death1 of the woman or causes the woman to be in a persistent vegetative state, shall be punished with rigorous imprisonment for a term which shall not be less than twenty years, but which may extend to imprisonment for life, which shall mean imprisonment for the remainder of that person’s natural life, or with death.",True
16,sexual offences,376AB,Punishment for rape on woman under twelve years of age,"Whoever, commits rape on a woman under twelve years of age shall be punished with rigorous imprisonment for a term which shall not be less than twenty years, but which may extend to imprisonment for life, which shall mean imprisonment for the remainder of that person’s natural life, and with fine or with death:1
Provided that such fine shall be just and reasonable to meet the medical expenses and rehabilitation of the victim:
Provided further that any fine imposed under this section shall be paid to the victim.",True
16,sexual offences,376B,Sexual intercourse by husband upon his wife during separation,"Whoever has sexual intercourse with his own wife, who is living separately, whether under a decree of separation or otherwise, without her consent, shall be punished with imprisonment of either description for a term which shall not be less than two years but which may extend to seven years, and shall also be liable to fine1.",True
16,sexual offences,376C,Sexual intercourse by person in authority,"Whoever, being, in a position of authority or in a fiduciary relationship; or
a public servant; or
superintendent or manager of a jail, remand home or other place of custody established by or under any law for the time being in force, or a women’s or children’s institution; or
on the management of a hospital or being on the staff of a hospital, abuses such position or fiduciary relationship to induce or seduce any woman either in his custody or under his charge or present in the premises to have sexual intercourse with him, such sexual intercourse not amounting to the offence of rape, shall be punished with rigorous imprisonment of either description for a term which shall not be less than 5 years, but which may extend to ten years, and shall also be liable to fine1.
Explanations
In this section, “sexual intercourse” shall mean any of the acts mentioned in clauses (a) to (d) of section 375.
For the purposes of this section, Explanation 1 to section 375 shall also be applicable.
“Superintendent”, in relation to a jail, remand home or other place of custody or a women’s or children’s institution, includes a person holding any other office in such jail, remand home, place or institution by virtue of which such person can exercise any authority or control over its inmates.
The expressions “hospital” and “women’s or children’s institution” shall respectively have the same meaning as in Explanation to sub-section (2) of section 376.",True
16,sexual offences,376D,Gang Rape,"Where a woman is raped by one or more persons constituting a group or acting in furtherance of a common intention, each of those persons1 shall be deemed to have committed the offence of rape and shall be punished with rigorous imprisonment for a term which shall not be less than twenty years, but which may extend to life which shall mean imprisonment for the remainder of that person’s natural life, and with fine;",True
16,sexual offences,376DA,Punishment for gang rape on woman under sixteen years of age,"Where a woman under sixteen years of age is raped by one or more persons constituting a group or acting in furtherance of a common intention, each of those persons shall be deemed to have committed the offence of rape and shall be punished with imprisonment for life, which shall mean imprisonment for the remainder of that person’s natural life, and with fine:1",True
16,sexual offences,376DB,Punishment for gang rape on woman under twelve years of age,"Where a woman under twelve years of age is raped by one or more persons constituting a group or acting in furtherance of a common intention, each of those persons shall be deemed to have committed the offence of rape and shall be punished with imprisonment for life, which shall mean imprisonment for the remainder of that person’s natural life, and with fine, or with death:1",True
16,sexual offences,376E,Punishment for repeat offenders,"Whoever has been previously convicted of an offence punishable under section 376 or section 376A or section1 376AB or section 376D or section 376DA or section 376DB and is subsequently convicted of an offence punishable under any of the said sections shall be punished with imprisonment for life which shall mean imprisonment for the remainder of that person’s natural life, or with death1.",True
16,unnatural offences,377,Unnatural offences,"Whoever voluntarily has carnal intercourse against the order of nature with any man, woman or animal, shall be punished with imprisonment for life, or with imprisonment of either description for a term which may extend to ten years, and shall also be liable to fine.",True
17,offences against property  theft,378,Theft,"Whoever, intending to take dishonestly any movable property out of the possession of any person without that person’s consent, moves that property in order to such taking, is said to commit theft.",True
17,offences against property  theft,379,Punishment for theft,"Whoever commits theft shall be punished with imprisonment of either description for a term which may extend to three years, or with fine, or with both.",True
17,offences against property  theft,380,"Theft in dwelling house, etc.","Whoever commits theft in any building, tent or vessel, which building, tent or vessel is used as a human dwelling, or used for the custody of property, shall be punished with imprisonment of either description for a term which may extend to seven years, and shall also be liable to fine.",True
17,offences against property  theft,381,Theft by clerk or servant of property in possession of master,"Whoever, being a clerk or servant, or being employed in the capacity of a clerk or servant, commits theft in respect of any property in the possession of his master or employer, shall be punished with imprisonment of either description for a term which may extend to seven years, and shall also be liable to fine.",True
17,offences against property  theft,382,"Theft after preparation made for causing death, hurt or restraint in order to the committing of the theft","Whoever commits theft, having made preparation for causing death, or hurt, or restraint, or fear of death, or of hurt, or of restraint, to any person, in order to the committing of such theft, or in order to the effecting of his escape after the committing of such theft or in order to the retaining of property taken by such theft, shall be punished with rigorous imprisonment for a term which may extend to ten years, and shall also be liable to fine.",True
17,robbery and dacoity,390,Robbery,"In all robbery there is either theft or extortion. When theft is robbery   Theft is “robbery” if, in order to the committing of the theft, or in committing the theft, or in carrying away or attempting to carry away property obtained by the theft, the offender, for that end, voluntarily causes or attempts to cause to any person death or hurt or wrongful restraint, or fear of instant death or of instant hurt, or of instant wrongful restraint. When extortion is robbery   Extortion is “robbery” if the offender, at the time of committing the extortion, is in the presence of the person put in fear, and commits the extortion by putting that person in fear of instant death, of instant hurt, or of instant wrongful restraint to that person or to some other person, and, by so putting in fear, induces the person, so put in fear then and there to deliver up the thing extorted.",True
20,offences relating to marriage,493,Cohabitation caused by a man deceitfully inducing a belief of lawful marriage,"Every man who by deceit causes any woman who is not lawfully married to him to believe that she is lawfully married to him and to cohabit or have sexual intercourse with him in that belief, shall be punished with imprisonment of either description for a term which may extend to ten years, and shall also be liable to fine.",True
20,offences relating to marriage,494,Marrying again during lifetime of husband or wife,"Whoever, having a husband or wife living, marries in any case in which such marriage is void by reason of its taking place during the life of such husband or wife, shall be punished with imprisonment of either description for a term which may extend to seven years, and shall also be liable to fine.",True
20,offences relating to marriage,495,Same offence with concealment of former marriage from person with whom subsequent marriage is contracted,"Whoever commits the offence defined in the last preceding section having concealed from the person with whom the subsequent marriage is contracted, the fact of the former marriage, shall be punished with imprisonment of either description for a term which may extend to ten years, and shall also be liable to fine.",True
20,offences relating to marriage,496,Marriage ceremony fraudulently gone through without lawful marriage,"Whoever, dishonestly or with a fraudulent intention, goes through the ceremony of being married, knowing that he is not thereby lawfully married, shall be punished with imprisonment of either description for a term which may extend to seven years, and shall also be liable to fine.",True
20,offences relating to marriage,497,Adultery,"Whoever has sexual intercourse with a person who is and whom he knows or has reason to believe to be the wife of another man, without the consent or connivance of that man, such sexual intercourse not amounting to the offence of rape, is guilty of the offence of adultery, and shall be punished with imprisonment of either description for a term which may extend to five years, or with fine, or with both. In such case the wife shall not be punishable as an abettor.",True
20,offences relating to marriage,498,Enticing or taking away or detaining with criminal intent a married woman,"Whoever takes or entices away any woman who is and whom he knows or has reason to believe to be the wife of any other man, from that man, or from any person having the care of her on behalf of that man, with intent that she may have illicit intercourse with any person, or conceals or detains with that intent any such woman, shall be punished with imprisonment of either description for a term which may extend to two years, or with fine, or with both.",True
20,cruelty by husband or relatives  husband,498A,Husband or relative of husband of a woman subjecting her to cruelty,"Whoever, being the husband or the relative of the husband of a woman, subjects such woman to cruelty shall be punished with imprisonment for a term which may extend to three years and shall also be liable to fine.",True
21,defamation,499,Defamation,"Whoever by words either spoken or intended to be read, or by signs or by visible representations, makes or publishes any imputation concerning any person intending to harm, or knowing or having reason to believe that such imputation will harm, the reputation of such person, is said, except in the cases hereinafter excepted, to defame that person.",True
